loinc	scale	interpretation	hpoTermId
LOINC:9749-3	Qn	N	HP:0011902
LOINC:9749-3	Qn	H	HP:0011904
LOINC:9813-7	Qn	L	HP:0008163
LOINC:9813-7	Qn	N	HP:0011731
LOINC:9813-7	Qn	H	HP:0003118
LOINC:9828-5	Qn	N	HP:0410248
LOINC:9828-5	Qn	H	HP:0410248
LOINC:9842-6	Qn	N	HP:0012615
LOINC:9842-6	Qn	H	HP:0012615
LOINC:10327-5	Qn	N	HP:0032017
LOINC:10327-5	Qn	H	HP:0032017
LOINC:10332-5	Qn	L	HP:0008163
LOINC:10332-5	Qn	N	HP:0011731
LOINC:10332-5	Qn	H	HP:0003118
LOINC:10336-6	Qn	N	HP:0003492
LOINC:10336-6	Qn	H	HP:0003492
LOINC:10338-2	Qn	N	HP:0500116
LOINC:10338-2	Qn	H	HP:0500116
LOINC:10340-8	Qn	N	HP:0410172
LOINC:10340-8	Qn	H	HP:0410286
LOINC:10341-6	Qn	N	HP:0410172
LOINC:10341-6	Qn	H	HP:0410284
LOINC:10343-2	Qn	N	HP:0500111
LOINC:10343-2	Qn	H	HP:0500111
LOINC:10346-5	Qn	L	HP:0011905
LOINC:10346-5	Qn	N	HP:0011902
LOINC:10359-8	Qn	N	HP:0031810
LOINC:10359-8	Qn	H	HP:0031810
LOINC:10364-8	Qn	N	HP:0500099
LOINC:10364-8	Qn	H	HP:0500099
LOINC:10365-5	Qn	N	HP:0500100
LOINC:10365-5	Qn	H	HP:0410208
LOINC:10366-3	Qn	N	HP:0410171
LOINC:10366-3	Qn	H	HP:0410171
LOINC:10368-9	Qn	N	HP:0410172
LOINC:10368-9	Qn	H	HP:0410399
LOINC:10378-8	Ord	NEG	HP:0004312
LOINC:10378-8	Ord	POS	HP:0001923
LOINC:10438-0	Ord	NEG	HP:0010975
LOINC:10438-0	Ord	POS	HP:0005404
LOINC:10449-7	Qn	L	HP:0001943
LOINC:10449-7	Qn	N	HP:0011015
LOINC:10449-7	Qn	H	HP:0003074
LOINC:10450-5	Qn	L	HP:0001943
LOINC:10450-5	Qn	N	HP:0011015
LOINC:10450-5	Qn	H	HP:0003074
LOINC:10466-1	Qn	L	HP:0031963
LOINC:10466-1	Qn	N	HP:0031961
LOINC:10466-1	Qn	H	HP:0031962
LOINC:10501-5	Qn	L	HP:0030344
LOINC:10501-5	Qn	N	HP:0030345
LOINC:10501-5	Qn	H	HP:0011969
LOINC:10542-9	Qn	N	HP:0500116
LOINC:10542-9	Qn	H	HP:0500116
LOINC:10611-2	Qn	L	HP:0012207
LOINC:10611-2	Qn	N	HP:0012206
LOINC:10613-8	Qn	L	HP:0000798
LOINC:10613-8	Qn	N	HP:0008669
LOINC:10832-4	Qn	L	HP:0001943
LOINC:10832-4	Qn	N	HP:0011015
LOINC:10832-4	Qn	H	HP:0003074
LOINC:10833-2	Qn	L	HP:0040216
LOINC:10833-2	Qn	N	HP:0040215
LOINC:10833-2	Qn	H	HP:0000842
LOINC:10834-0	Qn	L	HP:0004313
LOINC:10834-0	Qn	N	HP:0010701
LOINC:10834-0	Qn	H	HP:0010702
LOINC:10839-9	Qn	N	HP:0410173
LOINC:10839-9	Qn	H	HP:0410173
LOINC:10919-9	Qn	N	HP:0410222
LOINC:10919-9	Qn	H	HP:0410222
LOINC:10920-7	Qn	N	HP:0410228
LOINC:10920-7	Qn	H	HP:0410228
LOINC:10921-5	Qn	N	HP:0410223
LOINC:10921-5	Qn	H	HP:0410223
LOINC:10922-3	Qn	N	HP:0410227
LOINC:10922-3	Qn	H	HP:0410227
LOINC:10923-1	Qn	N	HP:0410228
LOINC:10923-1	Qn	H	HP:0410228
LOINC:10940-5	Qn	N	HP:0410220
LOINC:10940-5	Qn	H	HP:0410220
LOINC:10944-7	Qn	N	HP:0410222
LOINC:10944-7	Qn	H	HP:0410222
LOINC:10946-2	Qn	N	HP:0410228
LOINC:10946-2	Qn	H	HP:0410228
LOINC:10948-8	Qn	N	HP:0410226
LOINC:10948-8	Qn	H	HP:0410226
LOINC:10954-6	Qn	N	HP:0410230
LOINC:10954-6	Qn	H	HP:0410230
LOINC:10966-0	Ord	NEG	HP:0003076
LOINC:10966-0	Ord	POS	HP:0003076
LOINC:10967-8	Ord	NEG	HP:0003076
LOINC:10967-8	Ord	POS	HP:0003076
LOINC:10968-6	Ord	NEG	HP:0003076
LOINC:10968-6	Ord	POS	HP:0003076
LOINC:11022-1	Qn	N	HP:0410200
LOINC:11022-1	Qn	H	HP:0410200
LOINC:11025-4	Qn	N	HP:0500098
LOINC:11025-4	Qn	H	HP:0410285
LOINC:11030-4	Qn	N	HP:0410232
LOINC:11030-4	Qn	H	HP:0410232
LOINC:11032-0	Qn	L	HP:0001943
LOINC:11032-0	Qn	N	HP:0011015
LOINC:11032-0	Qn	H	HP:0003074
LOINC:11034-6	Qn	N	HP:0030208
LOINC:11034-6	Qn	H	HP:0030208
LOINC:11067-6	Qn	N	HP:0001892
LOINC:11067-6	Qn	H	HP:0003010
LOINC:11084-1	Qn	N	HP:0410211
LOINC:11084-1	Qn	H	HP:0410211
LOINC:11092-4	Qn	N	HP:0410201
LOINC:11092-4	Qn	H	HP:0410201
LOINC:11125-2	Nom	H	HP:0011875
LOINC:11125-2	Nom	POS	HP:0011875
LOINC:11125-2	Nom	NEG	HP:0011875
LOINC:11125-2	Nom	N	HP:0011875
LOINC:11142-7	Qn	L	HP:0001943
LOINC:11142-7	Qn	N	HP:0011015
LOINC:11142-7	Qn	H	HP:0003074
LOINC:11143-5	Qn	L	HP:0001943
LOINC:11143-5	Qn	N	HP:0011015
LOINC:11143-5	Qn	H	HP:0003074
LOINC:11147-6	Qn	N	HP:0002913
LOINC:11147-6	Qn	H	HP:0002913
LOINC:11148-4	Qn	L	HP:0012364
LOINC:11148-4	Qn	N	HP:0012598
LOINC:11148-4	Qn	H	HP:0003081
LOINC:11149-2	Qn	L	HP:0012604
LOINC:11149-2	Qn	N	HP:0012603
LOINC:11151-8	Qn	L	HP:0001896
LOINC:11151-8	Qn	N	HP:0004312
LOINC:11151-8	Qn	H	HP:0001923
LOINC:11153-4	Qn	L	HP:0001896
LOINC:11153-4	Qn	N	HP:0004312
LOINC:11153-4	Qn	H	HP:0001923
LOINC:11155-9	Qn	N	HP:0012030
LOINC:11155-9	Qn	H	HP:0012030
LOINC:11163-3	Qn	N	HP:0410228
LOINC:11163-3	Qn	H	HP:0410228
LOINC:11167-4	Qn	N	HP:0410226
LOINC:11167-4	Qn	H	HP:0410226
LOINC:11168-2	Qn	N	HP:0410238
LOINC:11168-2	Qn	H	HP:0410238
LOINC:11183-1	Qn	N	HP:0410230
LOINC:11183-1	Qn	H	HP:0410230
LOINC:11188-0	Qn	N	HP:0410228
LOINC:11188-0	Qn	H	HP:0410228
LOINC:11191-4	Qn	N	HP:0410222
LOINC:11191-4	Qn	H	HP:0410222
LOINC:11193-0	Qn	N	HP:0410228
LOINC:11193-0	Qn	H	HP:0410228
LOINC:11196-3	Qn	N	HP:0410222
LOINC:11196-3	Qn	H	HP:0410222
LOINC:11197-1	Qn	N	HP:0410222
LOINC:11197-1	Qn	H	HP:0410222
LOINC:11198-9	Qn	N	HP:0410222
LOINC:11198-9	Qn	H	HP:0410222
LOINC:11271-4	Qn	L	HP:0001896
LOINC:11271-4	Qn	N	HP:0004312
LOINC:11271-4	Qn	H	HP:0001923
LOINC:11555-0	Qn	N	HP:0032281
LOINC:11555-0	Qn	H	HP:0032281
LOINC:11556-8	Qn	L	HP:0012418
LOINC:11556-8	Qn	N	HP:0500165
LOINC:11556-8	Qn	H	HP:0012419
LOINC:11557-6	Qn	L	HP:0012417
LOINC:11557-6	Qn	N	HP:0500164
LOINC:11557-6	Qn	H	HP:0012416
LOINC:11558-4	Qn	L	HP:0032368
LOINC:11558-4	Qn	N	HP:0004360
LOINC:11558-4	Qn	H	HP:0032369
LOINC:11560-0	Qn	N	HP:0030208
LOINC:11560-0	Qn	H	HP:0030208
LOINC:11561-8	Qn	N	HP:0030208
LOINC:11561-8	Qn	H	HP:0030208
LOINC:11562-6	Qn	N	HP:0030208
LOINC:11562-6	Qn	H	HP:0030208
LOINC:11572-5	Qn	N	HP:0030057
LOINC:11572-5	Qn	H	HP:0002923
LOINC:11579-0	Qn	L	HP:0031098
LOINC:11579-0	Qn	N	HP:0031097
LOINC:11579-0	Qn	H	HP:0002925
LOINC:12177-2	Qn	N	HP:0003355
LOINC:12177-2	Qn	H	HP:0003355
LOINC:12180-6	Qn	L	HP:0002901
LOINC:12180-6	Qn	N	HP:0004363
LOINC:12180-6	Qn	H	HP:0003072
LOINC:12187-1	Qn	N	HP:0040081
LOINC:12187-1	Qn	H	HP:0003236
LOINC:12227-5	Qn	L	HP:0001882
LOINC:12227-5	Qn	N	HP:0011893
LOINC:12227-5	Qn	H	HP:0001974
LOINC:12239-0	Ord	NEG	HP:0010471
LOINC:12239-0	Ord	POS	HP:0010471
LOINC:12250-7	Qn	L	HP:0001896
LOINC:12250-7	Qn	N	HP:0004312
LOINC:12250-7	Qn	H	HP:0001923
LOINC:12269-7	Ord	NEG	HP:0031890
LOINC:12269-7	Ord	POS	HP:0031890
LOINC:12293-7	Ord	NEG	HP:0410171
LOINC:12293-7	Ord	POS	HP:0410171
LOINC:12356-2	Ord	NEG	HP:0410307
LOINC:12356-2	Ord	POS	HP:0410307
LOINC:12358-8	Ord	NEG	HP:0410202
LOINC:12358-8	Ord	POS	HP:0410202
LOINC:12448-7	Qn	N	HP:0002919
LOINC:12448-7	Qn	H	HP:0002919
LOINC:12449-5	Qn	N	HP:0002919
LOINC:12449-5	Qn	H	HP:0002919
LOINC:12450-3	Qn	N	HP:0002919
LOINC:12450-3	Qn	H	HP:0002919
LOINC:12451-1	Qn	N	HP:0002919
LOINC:12451-1	Qn	H	HP:0002919
LOINC:12458-6	Qn	L	HP:0002920
LOINC:12458-6	Qn	N	HP:0011043
LOINC:12459-4	Qn	L	HP:0002920
LOINC:12459-4	Qn	N	HP:0011043
LOINC:12460-2	Qn	L	HP:0002920
LOINC:12460-2	Qn	N	HP:0011043
LOINC:12461-0	Qn	L	HP:0002920
LOINC:12461-0	Qn	N	HP:0011043
LOINC:12462-8	Qn	L	HP:0002920
LOINC:12462-8	Qn	N	HP:0011043
LOINC:12463-6	Qn	L	HP:0002920
LOINC:12463-6	Qn	N	HP:0011043
LOINC:12464-4	Qn	L	HP:0002920
LOINC:12464-4	Qn	N	HP:0011043
LOINC:12467-7	Nom	H	HP:0003355
LOINC:12467-7	Nom	POS	HP:0003355
LOINC:12467-7	Nom	NEG	HP:0003355
LOINC:12467-7	Nom	N	HP:0003355
LOINC:12552-6	Qn	N	HP:0410069
LOINC:12552-6	Qn	H	HP:0410069
LOINC:12610-2	Qn	L	HP:0001943
LOINC:12610-2	Qn	N	HP:0011015
LOINC:12610-2	Qn	H	HP:0003074
LOINC:12611-0	Qn	L	HP:0001943
LOINC:12611-0	Qn	N	HP:0011015
LOINC:12611-0	Qn	H	HP:0003074
LOINC:12614-4	Qn	L	HP:0001943
LOINC:12614-4	Qn	N	HP:0011015
LOINC:12614-4	Qn	H	HP:0003074
LOINC:12615-1	Qn	L	HP:0001943
LOINC:12615-1	Qn	N	HP:0011015
LOINC:12615-1	Qn	H	HP:0003074
LOINC:12616-9	Qn	L	HP:0001943
LOINC:12616-9	Qn	N	HP:0011015
LOINC:12616-9	Qn	H	HP:0003074
LOINC:12617-7	Qn	L	HP:0001943
LOINC:12617-7	Qn	N	HP:0011015
LOINC:12617-7	Qn	H	HP:0003074
LOINC:12618-5	Qn	L	HP:0001943
LOINC:12618-5	Qn	N	HP:0011015
LOINC:12618-5	Qn	H	HP:0003074
LOINC:12619-3	Qn	L	HP:0001943
LOINC:12619-3	Qn	N	HP:0011015
LOINC:12619-3	Qn	H	HP:0003074
LOINC:12620-1	Qn	L	HP:0001943
LOINC:12620-1	Qn	N	HP:0011015
LOINC:12620-1	Qn	H	HP:0003074
LOINC:12621-9	Qn	L	HP:0001943
LOINC:12621-9	Qn	N	HP:0011015
LOINC:12621-9	Qn	H	HP:0003074
LOINC:12622-7	Qn	L	HP:0001943
LOINC:12622-7	Qn	N	HP:0011015
LOINC:12622-7	Qn	H	HP:0003074
LOINC:12623-5	Qn	L	HP:0001943
LOINC:12623-5	Qn	N	HP:0011015
LOINC:12623-5	Qn	H	HP:0003074
LOINC:12624-3	Qn	L	HP:0001943
LOINC:12624-3	Qn	N	HP:0011015
LOINC:12624-3	Qn	H	HP:0003074
LOINC:12625-0	Qn	L	HP:0001943
LOINC:12625-0	Qn	N	HP:0011015
LOINC:12625-0	Qn	H	HP:0003074
LOINC:12626-8	Qn	L	HP:0001943
LOINC:12626-8	Qn	N	HP:0011015
LOINC:12626-8	Qn	H	HP:0003074
LOINC:12627-6	Qn	L	HP:0001943
LOINC:12627-6	Qn	N	HP:0011015
LOINC:12627-6	Qn	H	HP:0003074
LOINC:12638-3	Qn	L	HP:0001943
LOINC:12638-3	Qn	N	HP:0011015
LOINC:12638-3	Qn	H	HP:0003074
LOINC:12639-1	Qn	L	HP:0001943
LOINC:12639-1	Qn	N	HP:0011015
LOINC:12639-1	Qn	H	HP:0003074
LOINC:12640-9	Qn	L	HP:0001943
LOINC:12640-9	Qn	N	HP:0011015
LOINC:12640-9	Qn	H	HP:0003074
LOINC:12641-7	Qn	L	HP:0001943
LOINC:12641-7	Qn	N	HP:0011015
LOINC:12641-7	Qn	H	HP:0003074
LOINC:12642-5	Qn	L	HP:0001943
LOINC:12642-5	Qn	N	HP:0011015
LOINC:12642-5	Qn	H	HP:0003074
LOINC:12643-3	Qn	L	HP:0001943
LOINC:12643-3	Qn	N	HP:0011015
LOINC:12643-3	Qn	H	HP:0003074
LOINC:12644-1	Qn	L	HP:0001943
LOINC:12644-1	Qn	N	HP:0011015
LOINC:12644-1	Qn	H	HP:0003074
LOINC:12645-8	Qn	L	HP:0001943
LOINC:12645-8	Qn	N	HP:0011015
LOINC:12645-8	Qn	H	HP:0003074
LOINC:12646-6	Qn	L	HP:0001943
LOINC:12646-6	Qn	N	HP:0011015
LOINC:12646-6	Qn	H	HP:0003074
LOINC:12647-4	Qn	L	HP:0001943
LOINC:12647-4	Qn	N	HP:0011015
LOINC:12647-4	Qn	H	HP:0003074
LOINC:12648-2	Qn	L	HP:0001943
LOINC:12648-2	Qn	N	HP:0011015
LOINC:12648-2	Qn	H	HP:0003074
LOINC:12649-0	Qn	L	HP:0001943
LOINC:12649-0	Qn	N	HP:0011015
LOINC:12649-0	Qn	H	HP:0003074
LOINC:12650-8	Qn	L	HP:0001943
LOINC:12650-8	Qn	N	HP:0011015
LOINC:12650-8	Qn	H	HP:0003074
LOINC:12651-6	Qn	L	HP:0001943
LOINC:12651-6	Qn	N	HP:0011015
LOINC:12651-6	Qn	H	HP:0003074
LOINC:12652-4	Qn	L	HP:0001943
LOINC:12652-4	Qn	N	HP:0011015
LOINC:12652-4	Qn	H	HP:0003074
LOINC:12653-2	Qn	L	HP:0001943
LOINC:12653-2	Qn	N	HP:0011015
LOINC:12653-2	Qn	H	HP:0003074
LOINC:12654-0	Qn	L	HP:0001943
LOINC:12654-0	Qn	N	HP:0011015
LOINC:12654-0	Qn	H	HP:0003074
LOINC:12655-7	Qn	L	HP:0001943
LOINC:12655-7	Qn	N	HP:0011015
LOINC:12655-7	Qn	H	HP:0003074
LOINC:12656-5	Qn	L	HP:0001943
LOINC:12656-5	Qn	N	HP:0011015
LOINC:12656-5	Qn	H	HP:0003074
LOINC:12657-3	Qn	L	HP:0001943
LOINC:12657-3	Qn	N	HP:0011015
LOINC:12657-3	Qn	H	HP:0003074
LOINC:12658-1	Qn	L	HP:0001943
LOINC:12658-1	Qn	N	HP:0011015
LOINC:12658-1	Qn	H	HP:0003074
LOINC:12659-9	Qn	L	HP:0001943
LOINC:12659-9	Qn	N	HP:0011015
LOINC:12659-9	Qn	H	HP:0003074
LOINC:12672-2	Qn	L	HP:0030344
LOINC:12672-2	Qn	N	HP:0030345
LOINC:12672-2	Qn	H	HP:0011969
LOINC:12673-0	Qn	L	HP:0030344
LOINC:12673-0	Qn	N	HP:0030345
LOINC:12673-0	Qn	H	HP:0011969
LOINC:12674-8	Qn	L	HP:0030344
LOINC:12674-8	Qn	N	HP:0030345
LOINC:12674-8	Qn	H	HP:0011969
LOINC:12675-5	Qn	L	HP:0030344
LOINC:12675-5	Qn	N	HP:0030345
LOINC:12675-5	Qn	H	HP:0011969
LOINC:12676-3	Qn	L	HP:0030344
LOINC:12676-3	Qn	N	HP:0030345
LOINC:12676-3	Qn	H	HP:0011969
LOINC:12677-1	Qn	L	HP:0030344
LOINC:12677-1	Qn	N	HP:0030345
LOINC:12677-1	Qn	H	HP:0011969
LOINC:12678-9	Qn	L	HP:0030344
LOINC:12678-9	Qn	N	HP:0030345
LOINC:12678-9	Qn	H	HP:0011969
LOINC:12679-7	Qn	L	HP:0030344
LOINC:12679-7	Qn	N	HP:0030345
LOINC:12679-7	Qn	H	HP:0011969
LOINC:12680-5	Qn	L	HP:0030344
LOINC:12680-5	Qn	N	HP:0030345
LOINC:12680-5	Qn	H	HP:0011969
LOINC:12681-3	Qn	L	HP:0030344
LOINC:12681-3	Qn	N	HP:0030345
LOINC:12681-3	Qn	H	HP:0011969
LOINC:12682-1	Qn	L	HP:0030344
LOINC:12682-1	Qn	N	HP:0030345
LOINC:12682-1	Qn	H	HP:0011969
LOINC:12683-9	Qn	L	HP:0030344
LOINC:12683-9	Qn	N	HP:0030345
LOINC:12683-9	Qn	H	HP:0011969
LOINC:12684-7	Qn	L	HP:0030344
LOINC:12684-7	Qn	N	HP:0030345
LOINC:12684-7	Qn	H	HP:0011969
LOINC:12772-0	Qn	L	HP:0003233
LOINC:12772-0	Qn	N	HP:0031888
LOINC:12772-0	Qn	H	HP:0012184
LOINC:12773-8	Qn	L	HP:0003563
LOINC:12773-8	Qn	N	HP:0031886
LOINC:12773-8	Qn	H	HP:0003141
LOINC:12960-1	Qn	N	HP:0031686
LOINC:12960-1	Qn	H	HP:0031686
LOINC:12962-7	Qn	L	HP:0031969
LOINC:12962-7	Qn	N	HP:0031970
LOINC:12962-7	Qn	H	HP:0003138
LOINC:13032-8	Qn	L	HP:0030795
LOINC:13032-8	Qn	N	HP:0030794
LOINC:13032-8	Qn	H	HP:0030796
LOINC:13033-6	Qn	L	HP:0030795
LOINC:13033-6	Qn	N	HP:0030794
LOINC:13033-6	Qn	H	HP:0030796
LOINC:13034-4	Qn	L	HP:0030795
LOINC:13034-4	Qn	N	HP:0030794
LOINC:13034-4	Qn	H	HP:0030796
LOINC:13035-1	Qn	L	HP:0030795
LOINC:13035-1	Qn	N	HP:0030794
LOINC:13035-1	Qn	H	HP:0030796
LOINC:13036-9	Qn	L	HP:0030795
LOINC:13036-9	Qn	N	HP:0030794
LOINC:13036-9	Qn	H	HP:0030796
LOINC:13037-7	Qn	L	HP:0030795
LOINC:13037-7	Qn	N	HP:0030794
LOINC:13037-7	Qn	H	HP:0030796
LOINC:13038-5	Qn	L	HP:0030795
LOINC:13038-5	Qn	N	HP:0030794
LOINC:13038-5	Qn	H	HP:0030796
LOINC:13039-3	Qn	L	HP:0030795
LOINC:13039-3	Qn	N	HP:0030794
LOINC:13039-3	Qn	H	HP:0030796
LOINC:13040-1	Qn	L	HP:0030795
LOINC:13040-1	Qn	N	HP:0030794
LOINC:13040-1	Qn	H	HP:0030796
LOINC:13041-9	Qn	L	HP:0030795
LOINC:13041-9	Qn	N	HP:0030794
LOINC:13041-9	Qn	H	HP:0030796
LOINC:13042-7	Qn	L	HP:0030795
LOINC:13042-7	Qn	N	HP:0030794
LOINC:13042-7	Qn	H	HP:0030796
LOINC:13043-5	Qn	L	HP:0030795
LOINC:13043-5	Qn	N	HP:0030794
LOINC:13043-5	Qn	H	HP:0030796
LOINC:13044-3	Qn	L	HP:0030795
LOINC:13044-3	Qn	N	HP:0030794
LOINC:13044-3	Qn	H	HP:0030796
LOINC:13045-0	Qn	L	HP:0030795
LOINC:13045-0	Qn	N	HP:0030794
LOINC:13045-0	Qn	H	HP:0030796
LOINC:13335-5	Qn	L	HP:0032183
LOINC:13335-5	Qn	N	HP:0032182
LOINC:13335-5	Qn	H	HP:0032184
LOINC:13336-3	Qn	L	HP:0031397
LOINC:13336-3	Qn	N	HP:0031396
LOINC:13336-3	Qn	H	HP:0031398
LOINC:13444-5	Qn	L	HP:0002901
LOINC:13444-5	Qn	N	HP:0004363
LOINC:13444-5	Qn	H	HP:0003072
LOINC:13457-7	Qn	L	HP:0003563
LOINC:13457-7	Qn	N	HP:0031886
LOINC:13457-7	Qn	H	HP:0003141
LOINC:13458-5	Qn	L	HP:0031243
LOINC:13458-5	Qn	N	HP:0031889
LOINC:13458-5	Qn	H	HP:0003362
LOINC:13459-3	Qn	L	HP:0031243
LOINC:13459-3	Qn	N	HP:0031889
LOINC:13459-3	Qn	H	HP:0003362
LOINC:13483-3	Qn	N	HP:0003159
LOINC:13483-3	Qn	H	HP:0003159
LOINC:13508-7	Qn	L	HP:0001896
LOINC:13508-7	Qn	N	HP:0004312
LOINC:13508-7	Qn	H	HP:0001923
LOINC:13606-9	Qn	L	HP:0001943
LOINC:13606-9	Qn	N	HP:0011015
LOINC:13606-9	Qn	H	HP:0003074
LOINC:13607-7	Qn	L	HP:0001943
LOINC:13607-7	Qn	N	HP:0011015
LOINC:13607-7	Qn	H	HP:0003074
LOINC:13608-5	Qn	L	HP:0040216
LOINC:13608-5	Qn	N	HP:0040215
LOINC:13608-5	Qn	H	HP:0000842
LOINC:13609-3	Qn	L	HP:0040216
LOINC:13609-3	Qn	N	HP:0040215
LOINC:13609-3	Qn	H	HP:0000842
LOINC:13658-0	Ord	NEG	HP:0031890
LOINC:13658-0	Ord	POS	HP:0031890
LOINC:13663-0	Qn	N	HP:0031810
LOINC:13663-0	Qn	H	HP:0031810
LOINC:13708-3	Qn	N	HP:0003268
LOINC:13708-3	Qn	H	HP:0003268
LOINC:13744-8	Qn	N	HP:0012023
LOINC:13744-8	Qn	H	HP:0012023
LOINC:13747-1	Qn	N	HP:0025376
LOINC:13747-1	Qn	H	HP:0025376
LOINC:13787-7	Qn	N	HP:0003218
LOINC:13787-7	Qn	H	HP:0003218
LOINC:13814-9	Qn	N	HP:0003166
LOINC:13814-9	Qn	H	HP:0003166
LOINC:13833-9	Qn	N	HP:0410226
LOINC:13833-9	Qn	H	HP:0410226
LOINC:13834-7	Qn	L	HP:0005479
LOINC:13834-7	Qn	N	HP:0410241
LOINC:13834-7	Qn	H	HP:0003212
LOINC:13852-9	Qn	L	HP:0004319
LOINC:13852-9	Qn	N	HP:0004319
LOINC:13855-2	Qn	L	HP:0004319
LOINC:13855-2	Qn	N	HP:0004319
LOINC:13856-0	Qn	N	HP:0025380
LOINC:13856-0	Qn	H	HP:0025380
LOINC:13857-8	Qn	N	HP:0025380
LOINC:13857-8	Qn	H	HP:0025380
LOINC:13858-6	Qn	N	HP:0025380
LOINC:13858-6	Qn	H	HP:0025380
LOINC:13859-4	Qn	L	HP:0030795
LOINC:13859-4	Qn	N	HP:0030794
LOINC:13859-4	Qn	H	HP:0030796
LOINC:13860-2	Qn	L	HP:0030795
LOINC:13860-2	Qn	N	HP:0030794
LOINC:13860-2	Qn	H	HP:0030796
LOINC:13861-0	Qn	L	HP:0030795
LOINC:13861-0	Qn	N	HP:0030794
LOINC:13861-0	Qn	H	HP:0030796
LOINC:13865-1	Qn	L	HP:0001943
LOINC:13865-1	Qn	N	HP:0011015
LOINC:13865-1	Qn	H	HP:0003074
LOINC:13866-9	Qn	L	HP:0001943
LOINC:13866-9	Qn	N	HP:0011015
LOINC:13866-9	Qn	H	HP:0003074
LOINC:13874-3	Qn	L	HP:0010686
LOINC:13874-3	Qn	N	HP:0004379
LOINC:13874-3	Qn	H	HP:0010638
LOINC:13875-0	Qn	L	HP:0010686
LOINC:13875-0	Qn	N	HP:0004379
LOINC:13875-0	Qn	H	HP:0010638
LOINC:13902-2	Qn	N	HP:0500117
LOINC:13902-2	Qn	H	HP:0410199
LOINC:13941-0	Qn	L	HP:0001888
LOINC:13941-0	Qn	N	HP:0040088
LOINC:13941-0	Qn	H	HP:0100827
LOINC:13945-1	Qn	N	HP:0002907
LOINC:13945-1	Qn	H	HP:0002907
LOINC:13959-2	Qn	L	HP:0002901
LOINC:13959-2	Qn	N	HP:0004363
LOINC:13959-2	Qn	H	HP:0003072
LOINC:13964-2	Qn	N	HP:0002912
LOINC:13964-2	Qn	H	HP:0002912
LOINC:13965-9	Qn	N	HP:0010919
LOINC:13965-9	Qn	H	HP:0002160
LOINC:13966-7	Qn	N	HP:0003131
LOINC:13966-7	Qn	H	HP:0003131
LOINC:13969-1	Qn	N	HP:0040081
LOINC:13969-1	Qn	H	HP:0032232
LOINC:14045-9	Qn	N	HP:0002151
LOINC:14045-9	Qn	H	HP:0002151
LOINC:14104-4	Qn	N	HP:0410232
LOINC:14104-4	Qn	H	HP:0410232
LOINC:14118-4	Qn	N	HP:0002151
LOINC:14118-4	Qn	H	HP:0002151
LOINC:14135-8	Qn	L	HP:0005415
LOINC:14135-8	Qn	N	HP:0031393
LOINC:14137-4	Qn	L	HP:0001943
LOINC:14137-4	Qn	N	HP:0011015
LOINC:14137-4	Qn	H	HP:0003074
LOINC:14138-2	Ord	NEG	HP:0002919
LOINC:14138-2	Ord	POS	HP:0002919
LOINC:14139-0	Ord	NEG	HP:0002919
LOINC:14139-0	Ord	POS	HP:0002919
LOINC:14140-8	Ord	NEG	HP:0002919
LOINC:14140-8	Ord	POS	HP:0002919
LOINC:14141-6	Ord	NEG	HP:0002919
LOINC:14141-6	Ord	POS	HP:0002919
LOINC:14151-5	Qn	L	HP:0032066
LOINC:14151-5	Qn	N	HP:0032065
LOINC:14151-5	Qn	H	HP:0032067
LOINC:14155-6	Qn	L	HP:0031243
LOINC:14155-6	Qn	N	HP:0031889
LOINC:14155-6	Qn	H	HP:0003362
LOINC:14196-0	Qn	L	HP:0001896
LOINC:14196-0	Qn	N	HP:0004312
LOINC:14196-0	Qn	H	HP:0001923
LOINC:14251-3	Qn	N	HP:0031907
LOINC:14251-3	Qn	H	HP:0031907
LOINC:14282-8	Qn	N	HP:0045045
LOINC:14282-8	Qn	H	HP:0045045
LOINC:14286-9	Qn	L	HP:0011936
LOINC:14286-9	Qn	N	HP:0010967
LOINC:14288-5	Qn	L	HP:0011936
LOINC:14288-5	Qn	N	HP:0010967
LOINC:14290-1	Qn	N	HP:0000790
LOINC:14290-1	Qn	H	HP:0000790
LOINC:14308-1	Ord	NEG	HP:0031840
LOINC:14308-1	Ord	POS	HP:0500112
LOINC:14309-9	Ord	NEG	HP:0031840
LOINC:14309-9	Ord	POS	HP:0500112
LOINC:14314-9	Ord	NEG	HP:0500108
LOINC:14314-9	Ord	POS	HP:0500108
LOINC:14315-6	Ord	NEG	HP:0500108
LOINC:14315-6	Ord	POS	HP:0500108
LOINC:14316-4	Ord	NEG	HP:0031840
LOINC:14316-4	Ord	POS	HP:0500111
LOINC:14338-8	Qn	L	HP:0031085
LOINC:14338-8	Qn	N	HP:0010876
LOINC:14581-3	Qn	N	HP:0410172
LOINC:14581-3	Qn	H	HP:0410283
LOINC:14624-1	Ord	NEG	HP:0410203
LOINC:14624-1	Ord	POS	HP:0410203
LOINC:14627-4	Qn	L	HP:0032066
LOINC:14627-4	Qn	N	HP:0032065
LOINC:14627-4	Qn	H	HP:0032067
LOINC:14628-2	Qn	L	HP:0030985
LOINC:14628-2	Qn	N	HP:0030984
LOINC:14628-2	Qn	H	HP:0012202
LOINC:14633-2	Qn	L	HP:0030795
LOINC:14633-2	Qn	N	HP:0030794
