loinc	scale	interpretation	hpoTermId
LOINC:54215-9	Qn	L	HP:0008163
LOINC:54215-9	Qn	N	HP:0011731
LOINC:54215-9	Qn	H	HP:0003118
LOINC:54218-3	Qn	N	HP:0031394
LOINC:54237-3	Qn	L	HP:0002920
LOINC:54237-3	Qn	N	HP:0011043
LOINC:54237-3	Qn	H	HP:0003154
LOINC:54309-0	Qn	L	HP:0030086
LOINC:54309-0	Qn	N	HP:0030085
LOINC:54309-0	Qn	H	HP:0002490
LOINC:54467-6	Qn	L	HP:0032421
LOINC:54467-6	Qn	N	HP:0032419
LOINC:54467-6	Qn	H	HP:0032420
LOINC:54469-2	Qn	L	HP:0032429
LOINC:54469-2	Qn	N	HP:0032425
LOINC:54469-2	Qn	H	HP:0032428
LOINC:54911-3	Qn	N	HP:0410222
LOINC:54911-3	Qn	H	HP:0410222
LOINC:54916-2	Qn	N	HP:0410222
LOINC:54916-2	Qn	H	HP:0410222
LOINC:55395-8	Qn	N	HP:0003613
LOINC:55395-8	Qn	H	HP:0003613
LOINC:55440-2	Qn	L	HP:0003563
LOINC:55440-2	Qn	N	HP:0031886
LOINC:55440-2	Qn	H	HP:0003141
LOINC:55469-1	Qn	N	HP:0031213
LOINC:55469-1	Qn	H	HP:0031213
LOINC:55470-9	Qn	N	HP:0031213
LOINC:55470-9	Qn	H	HP:0031213
LOINC:55501-1	Qn	L	HP:0030344
LOINC:55501-1	Qn	N	HP:0030345
LOINC:55501-1	Qn	H	HP:0011969
LOINC:55559-9	Qn	N	HP:0410172
LOINC:55559-9	Qn	H	HP:0410284
LOINC:55589-6	Ord	NEG	HP:0410226
LOINC:55589-6	Ord	POS	HP:0410226
LOINC:55590-4	Ord	NEG	HP:0410221
LOINC:55590-4	Ord	POS	HP:0410221
LOINC:55591-2	Ord	NEG	HP:0410226
LOINC:55591-2	Ord	POS	HP:0410226
LOINC:55592-0	Ord	NEG	HP:0410226
LOINC:55592-0	Ord	POS	HP:0410226
LOINC:55594-6	Ord	NEG	HP:0410226
LOINC:55594-6	Ord	POS	HP:0410226
LOINC:55595-3	Ord	NEG	HP:0410226
LOINC:55595-3	Ord	POS	HP:0410226
LOINC:55596-1	Ord	NEG	HP:0410226
LOINC:55596-1	Ord	POS	HP:0410226
LOINC:55605-0	Ord	NEG	HP:0410226
LOINC:55605-0	Ord	POS	HP:0410226
LOINC:55606-8	Ord	NEG	HP:0410226
LOINC:55606-8	Ord	POS	HP:0410226
LOINC:55608-4	Ord	NEG	HP:0410226
LOINC:55608-4	Ord	POS	HP:0410226
LOINC:55781-9	Qn	L	HP:0031851
LOINC:55781-9	Qn	N	HP:0031850
LOINC:55781-9	Qn	H	HP:0001899
LOINC:55859-3	Qn	L	HP:0410209
LOINC:55859-3	Qn	N	HP:0012335
LOINC:55903-9	Ord	NEG	HP:0410244
LOINC:55903-9	Ord	POS	HP:0410246
LOINC:55918-7	Qn	L	HP:0030795
LOINC:55918-7	Qn	N	HP:0030794
LOINC:55918-7	Qn	H	HP:0030796
LOINC:55919-5	Qn	L	HP:0030795
LOINC:55919-5	Qn	N	HP:0030794
LOINC:55919-5	Qn	H	HP:0030796
LOINC:55932-8	Qn	N	HP:0002151
LOINC:55932-8	Qn	H	HP:0002151
LOINC:56132-4	Qn	L	HP:0032421
LOINC:56132-4	Qn	N	HP:0032419
LOINC:56132-4	Qn	H	HP:0032420
LOINC:56136-5	Qn	N	HP:0031886
LOINC:56136-5	Qn	H	HP:0003141
LOINC:56137-3	Qn	N	HP:0031886
LOINC:56137-3	Qn	H	HP:0003141
LOINC:56138-1	Qn	N	HP:0031886
LOINC:56138-1	Qn	H	HP:0003141
LOINC:56139-9	Qn	N	HP:0031886
LOINC:56139-9	Qn	H	HP:0003141
LOINC:56322-1	Qn	N	HP:0410235
LOINC:56322-1	Qn	H	HP:0410235
LOINC:56455-9	Qn	N	HP:0410228
LOINC:56455-9	Qn	H	HP:0410228
LOINC:56489-8	Qn	N	HP:0012072
LOINC:56489-8	Qn	H	HP:0012072
LOINC:56493-0	Qn	L	HP:0030344
LOINC:56493-0	Qn	N	HP:0030345
LOINC:56493-0	Qn	H	HP:0011969
LOINC:56494-8	Qn	L	HP:0030344
LOINC:56494-8	Qn	N	HP:0030345
LOINC:56494-8	Qn	H	HP:0011969
LOINC:56495-5	Qn	L	HP:0030344
LOINC:56495-5	Qn	N	HP:0030345
LOINC:56495-5	Qn	H	HP:0011969
LOINC:56504-4	Qn	L	HP:0002920
LOINC:56504-4	Qn	N	HP:0011043
LOINC:56504-4	Qn	H	HP:0003154
LOINC:56505-1	Qn	L	HP:0002920
LOINC:56505-1	Qn	N	HP:0011043
LOINC:56505-1	Qn	H	HP:0003154
LOINC:56506-9	Qn	L	HP:0002920
LOINC:56506-9	Qn	N	HP:0011043
LOINC:56506-9	Qn	H	HP:0003154
LOINC:56516-8	Qn	L	HP:0030795
LOINC:56516-8	Qn	N	HP:0030794
LOINC:56516-8	Qn	H	HP:0030796
LOINC:56532-5	Qn	N	HP:0032469
LOINC:56532-5	Qn	H	HP:0032469
LOINC:56536-6	Qn	N	HP:0030057
LOINC:56536-6	Qn	H	HP:0032069
LOINC:56582-0	Qn	L	HP:0030795
LOINC:56582-0	Qn	N	HP:0030794
LOINC:56582-0	Qn	H	HP:0030796
LOINC:56583-8	Qn	L	HP:0030795
LOINC:56583-8	Qn	N	HP:0030794
LOINC:56583-8	Qn	H	HP:0030796
LOINC:56584-6	Qn	L	HP:0030795
LOINC:56584-6	Qn	N	HP:0030794
LOINC:56584-6	Qn	H	HP:0030796
LOINC:56632-3	Qn	N	HP:0031907
LOINC:56632-3	Qn	H	HP:0031907
LOINC:56635-6	Qn	N	HP:0030057
LOINC:56635-6	Qn	H	HP:0032069
LOINC:56672-9	Qn	N	HP:0003268
LOINC:56672-9	Qn	H	HP:0003268
LOINC:56680-2	Qn	N	HP:0025376
LOINC:56680-2	Qn	H	HP:0025376
LOINC:56688-5	Qn	L	HP:0410245
LOINC:56688-5	Qn	N	HP:0410244
LOINC:56688-5	Qn	H	HP:0410246
LOINC:56695-0	Qn	N	HP:0410225
LOINC:56695-0	Qn	H	HP:0410225
LOINC:56696-8	Qn	N	HP:0410225
LOINC:56696-8	Qn	H	HP:0410225
LOINC:56698-4	Qn	N	HP:0410225
LOINC:56698-4	Qn	H	HP:0410225
LOINC:56699-2	Qn	N	HP:0410225
LOINC:56699-2	Qn	H	HP:0410225
LOINC:56702-4	Qn	N	HP:0410225
LOINC:56702-4	Qn	H	HP:0410225
LOINC:56710-7	Qn	N	HP:0410225
LOINC:56710-7	Qn	H	HP:0410225
LOINC:56713-1	Qn	N	HP:0410221
LOINC:56713-1	Qn	H	HP:0410221
LOINC:56729-7	Qn	N	HP:0410232
LOINC:56729-7	Qn	H	HP:0410232
LOINC:56735-4	Ord	NEG	HP:0031907
LOINC:56735-4	Ord	POS	HP:0031907
LOINC:56747-9	Qn	N	HP:0410225
LOINC:56747-9	Qn	H	HP:0410225
LOINC:56778-4	Qn	N	HP:0410225
LOINC:56778-4	Qn	H	HP:0410225
LOINC:56781-8	Ord	NEG	HP:0410226
LOINC:56781-8	Ord	POS	HP:0410226
LOINC:56913-7	Qn	L	HP:0002920
LOINC:56913-7	Qn	N	HP:0011043
LOINC:56913-7	Qn	H	HP:0003154
LOINC:56914-5	Qn	L	HP:0002920
LOINC:56914-5	Qn	N	HP:0011043
LOINC:56914-5	Qn	H	HP:0003154
LOINC:56985-5	Qn	N	HP:0003166
LOINC:56985-5	Qn	H	HP:0003166
LOINC:57102-6	Qn	L	HP:0030344
LOINC:57102-6	Qn	N	HP:0030345
LOINC:57102-6	Qn	H	HP:0011969
LOINC:57103-4	Qn	L	HP:0030344
LOINC:57103-4	Qn	N	HP:0030345
LOINC:57103-4	Qn	H	HP:0011969
LOINC:57104-2	Qn	L	HP:0030344
LOINC:57104-2	Qn	N	HP:0030345
LOINC:57104-2	Qn	H	HP:0011969
LOINC:57105-9	Qn	L	HP:0030344
LOINC:57105-9	Qn	N	HP:0030345
LOINC:57105-9	Qn	H	HP:0011969
LOINC:57106-7	Qn	L	HP:0030344
LOINC:57106-7	Qn	N	HP:0030345
LOINC:57106-7	Qn	H	HP:0011969
LOINC:57107-5	Qn	L	HP:0030344
LOINC:57107-5	Qn	N	HP:0030345
LOINC:57107-5	Qn	H	HP:0011969
LOINC:57330-3	Qn	L	HP:0002920
LOINC:57330-3	Qn	N	HP:0011043
LOINC:57330-3	Qn	H	HP:0003154
LOINC:57332-9	Qn	L	HP:0011935
LOINC:57332-9	Qn	N	HP:0012610
LOINC:57332-9	Qn	H	HP:0012611
LOINC:57356-8	Qn	N	HP:0002151
LOINC:57356-8	Qn	H	HP:0002151
LOINC:57357-6	Qn	N	HP:0002151
LOINC:57357-6	Qn	H	HP:0002151
LOINC:57358-4	Qn	N	HP:0002151
LOINC:57358-4	Qn	H	HP:0002151
LOINC:57359-2	Qn	N	HP:0002151
LOINC:57359-2	Qn	H	HP:0002151
LOINC:57360-0	Qn	N	HP:0002151
LOINC:57360-0	Qn	H	HP:0002151
LOINC:57361-8	Qn	N	HP:0002151
LOINC:57361-8	Qn	H	HP:0002151
LOINC:57362-6	Qn	N	HP:0002151
LOINC:57362-6	Qn	H	HP:0002151
LOINC:57363-4	Qn	N	HP:0002151
LOINC:57363-4	Qn	H	HP:0002151
LOINC:57364-2	Qn	N	HP:0002151
LOINC:57364-2	Qn	H	HP:0002151
LOINC:57365-9	Qn	N	HP:0002151
LOINC:57365-9	Qn	H	HP:0002151
LOINC:57366-7	Qn	N	HP:0002151
LOINC:57366-7	Qn	H	HP:0002151
LOINC:57376-6	Qn	L	HP:0030795
LOINC:57376-6	Qn	N	HP:0030794
LOINC:57376-6	Qn	H	HP:0030796
LOINC:57386-5	Qn	L	HP:0011935
LOINC:57386-5	Qn	N	HP:0012610
LOINC:57386-5	Qn	H	HP:0012611
LOINC:57387-3	Qn	L	HP:0011935
LOINC:57387-3	Qn	N	HP:0012610
LOINC:57387-3	Qn	H	HP:0012611
LOINC:57422-8	Qn	L	HP:0031384
LOINC:57422-8	Qn	N	HP:0031383
LOINC:57645-4	Qn	L	HP:0030795
LOINC:57645-4	Qn	N	HP:0030794
LOINC:57645-4	Qn	H	HP:0030796
LOINC:57646-2	Qn	L	HP:0030795
LOINC:57646-2	Qn	N	HP:0030794
LOINC:57646-2	Qn	H	HP:0030796
LOINC:57647-0	Qn	L	HP:0030795
LOINC:57647-0	Qn	N	HP:0030794
LOINC:57647-0	Qn	H	HP:0030796
LOINC:57648-8	Qn	L	HP:0030795
LOINC:57648-8	Qn	N	HP:0030794
LOINC:57648-8	Qn	H	HP:0030796
LOINC:57649-6	Qn	L	HP:0030795
LOINC:57649-6	Qn	N	HP:0030794
LOINC:57649-6	Qn	H	HP:0030796
LOINC:57650-4	Qn	L	HP:0030795
LOINC:57650-4	Qn	N	HP:0030794
LOINC:57650-4	Qn	H	HP:0030796
LOINC:57651-2	Qn	L	HP:0030795
LOINC:57651-2	Qn	N	HP:0030794
LOINC:57651-2	Qn	H	HP:0030796
LOINC:57698-3	Qn	N	HP:0031886
LOINC:57698-3	Qn	H	HP:0003141
LOINC:57725-4	Qn	L	HP:0002920
LOINC:57725-4	Qn	N	HP:0011043
LOINC:57725-4	Qn	H	HP:0003154
LOINC:57728-8	Qn	N	HP:0002151
LOINC:57728-8	Qn	H	HP:0002151
LOINC:57729-6	Qn	N	HP:0002151
LOINC:57729-6	Qn	H	HP:0002151
LOINC:57734-6	Ord	NEG	HP:0002919
LOINC:57734-6	Ord	POS	HP:0002919
LOINC:57735-3	Ord	NEG	HP:0000093
LOINC:57735-3	Ord	POS	HP:0000093
LOINC:57747-8	Qn	N	HP:0000790
LOINC:57747-8	Qn	H	HP:0000790
LOINC:57751-0	Ord	NEG	HP:0003641
LOINC:57751-0	Ord	POS	HP:0003641
LOINC:57838-5	Qn	N	HP:0030057
LOINC:57838-5	Qn	H	HP:0025343
LOINC:57881-5	Ord	NEG	HP:0410228
LOINC:57881-5	Ord	POS	HP:0410228
LOINC:57883-1	Qn	N	HP:0410228
LOINC:57883-1	Qn	H	HP:0410228
LOINC:57894-8	Qn	L	HP:0030795
LOINC:57894-8	Qn	N	HP:0030794
LOINC:57894-8	Qn	H	HP:0030796
LOINC:57914-4	Qn	N	HP:0410220
LOINC:57914-4	Qn	H	HP:0410220
LOINC:57915-1	Qn	N	HP:0410235
LOINC:57915-1	Qn	H	HP:0410235
LOINC:57925-0	Qn	N	HP:0410230
LOINC:57925-0	Qn	H	HP:0410230
LOINC:57932-6	Qn	N	HP:0410220
LOINC:57932-6	Qn	H	HP:0410220
LOINC:57933-4	Qn	N	HP:0410232
LOINC:57933-4	Qn	H	HP:0410232
LOINC:57936-7	Qn	L	HP:0032421
LOINC:57936-7	Qn	N	HP:0032419
LOINC:57936-7	Qn	H	HP:0032420
LOINC:57937-5	Qn	L	HP:0032429
LOINC:57937-5	Qn	N	HP:0032425
LOINC:57937-5	Qn	H	HP:0032428
LOINC:57938-3	Qn	N	HP:0031886
LOINC:57938-3	Qn	H	HP:0003141
LOINC:58034-0	Qn	N	HP:0410232
LOINC:58034-0	Qn	H	HP:0410232
LOINC:58043-1	Qn	N	HP:0410238
LOINC:58043-1	Qn	H	HP:0410238
LOINC:58448-2	Qn	N	HP:0012594
LOINC:58448-2	Qn	H	HP:0012594
LOINC:58449-0	Qn	N	HP:0002907
LOINC:58449-0	Qn	H	HP:0002907
LOINC:58450-8	Ord	NEG	HP:0031811
LOINC:58450-8	Ord	POS	HP:0031811
LOINC:58494-6	Qn	L	HP:0030795
LOINC:58494-6	Qn	N	HP:0030794
LOINC:58494-6	Qn	H	HP:0030796
LOINC:58495-3	Qn	L	HP:0030795
LOINC:58495-3	Qn	N	HP:0030794
LOINC:58495-3	Qn	H	HP:0030796
LOINC:58496-1	Qn	L	HP:0030795
LOINC:58496-1	Qn	N	HP:0030794
LOINC:58496-1	Qn	H	HP:0030796
LOINC:58497-9	Qn	L	HP:0030795
LOINC:58497-9	Qn	N	HP:0030794
LOINC:58497-9	Qn	H	HP:0030796
LOINC:58498-7	Qn	L	HP:0030795
LOINC:58498-7	Qn	N	HP:0030794
LOINC:58498-7	Qn	H	HP:0030796
LOINC:58499-5	Qn	L	HP:0030795
LOINC:58499-5	Qn	N	HP:0030794
LOINC:58499-5	Qn	H	HP:0030796
LOINC:58500-0	Qn	L	HP:0030795
LOINC:58500-0	Qn	N	HP:0030794
LOINC:58500-0	Qn	H	HP:0030796
LOINC:58501-8	Qn	L	HP:0030795
LOINC:58501-8	Qn	N	HP:0030794
LOINC:58501-8	Qn	H	HP:0030796
LOINC:58502-6	Qn	L	HP:0030795
LOINC:58502-6	Qn	N	HP:0030794
LOINC:58502-6	Qn	H	HP:0030796
LOINC:58503-4	Qn	L	HP:0030795
LOINC:58503-4	Qn	N	HP:0030794
LOINC:58503-4	Qn	H	HP:0030796
LOINC:58504-2	Qn	L	HP:0030795
LOINC:58504-2	Qn	N	HP:0030794
LOINC:58504-2	Qn	H	HP:0030796
LOINC:58505-9	Qn	L	HP:0030795
LOINC:58505-9	Qn	N	HP:0030794
LOINC:58505-9	Qn	H	HP:0030796
LOINC:58506-7	Qn	L	HP:0030795
LOINC:58506-7	Qn	N	HP:0030794
LOINC:58506-7	Qn	H	HP:0030796
LOINC:58507-5	Qn	L	HP:0030795
LOINC:58507-5	Qn	N	HP:0030794
LOINC:58507-5	Qn	H	HP:0030796
LOINC:58508-3	Qn	L	HP:0030795
LOINC:58508-3	Qn	N	HP:0030794
LOINC:58508-3	Qn	H	HP:0030796
LOINC:58509-1	Qn	L	HP:0030795
LOINC:58509-1	Qn	N	HP:0030794
LOINC:58509-1	Qn	H	HP:0030796
LOINC:58510-9	Qn	L	HP:0030795
LOINC:58510-9	Qn	N	HP:0030794
LOINC:58510-9	Qn	H	HP:0030796
LOINC:58511-7	Qn	L	HP:0030795
LOINC:58511-7	Qn	N	HP:0030794
LOINC:58511-7	Qn	H	HP:0030796
LOINC:58512-5	Qn	L	HP:0030795
LOINC:58512-5	Qn	N	HP:0030794
LOINC:58512-5	Qn	H	HP:0030796
LOINC:58513-3	Qn	L	HP:0030795
LOINC:58513-3	Qn	N	HP:0030794
LOINC:58513-3	Qn	H	HP:0030796
LOINC:58514-1	Qn	L	HP:0030795
LOINC:58514-1	Qn	N	HP:0030794
LOINC:58514-1	Qn	H	HP:0030796
LOINC:58515-8	Qn	L	HP:0030795
LOINC:58515-8	Qn	N	HP:0030794
LOINC:58515-8	Qn	H	HP:0030796
LOINC:58516-6	Qn	L	HP:0030795
LOINC:58516-6	Qn	N	HP:0030794
LOINC:58516-6	Qn	H	HP:0030796
LOINC:58517-4	Qn	L	HP:0030795
LOINC:58517-4	Qn	N	HP:0030794
LOINC:58517-4	Qn	H	HP:0030796
LOINC:58518-2	Qn	L	HP:0030795
LOINC:58518-2	Qn	N	HP:0030794
LOINC:58518-2	Qn	H	HP:0030796
LOINC:58519-0	Qn	L	HP:0030795
LOINC:58519-0	Qn	N	HP:0030794
LOINC:58519-0	Qn	H	HP:0030796
LOINC:58520-8	Qn	L	HP:0030795
LOINC:58520-8	Qn	N	HP:0030794
LOINC:58520-8	Qn	H	HP:0030796
LOINC:58521-6	Qn	L	HP:0030795
LOINC:58521-6	Qn	N	HP:0030794
LOINC:58521-6	Qn	H	HP:0030796
LOINC:58522-4	Qn	L	HP:0030795
LOINC:58522-4	Qn	N	HP:0030794
LOINC:58522-4	Qn	H	HP:0030796
LOINC:58523-2	Qn	L	HP:0002920
LOINC:58523-2	Qn	N	HP:0011043
LOINC:58523-2	Qn	H	HP:0003154
LOINC:58524-0	Qn	L	HP:0002920
LOINC:58524-0	Qn	N	HP:0011043
LOINC:58524-0	Qn	H	HP:0003154
LOINC:58525-7	Qn	L	HP:0002920
LOINC:58525-7	Qn	N	HP:0011043
LOINC:58525-7	Qn	H	HP:0003154
LOINC:58526-5	Qn	L	HP:0002920
LOINC:58526-5	Qn	N	HP:0011043
LOINC:58526-5	Qn	H	HP:0003154
LOINC:58527-3	Qn	L	HP:0002920
LOINC:58527-3	Qn	N	HP:0011043
LOINC:58527-3	Qn	H	HP:0003154
LOINC:58528-1	Qn	L	HP:0002920
LOINC:58528-1	Qn	N	HP:0011043
LOINC:58528-1	Qn	H	HP:0003154
LOINC:58529-9	Qn	L	HP:0002920
LOINC:58529-9	Qn	N	HP:0011043
LOINC:58529-9	Qn	H	HP:0003154
LOINC:58530-7	Qn	L	HP:0002920
LOINC:58530-7	Qn	N	HP:0011043
LOINC:58530-7	Qn	H	HP:0003154
LOINC:58531-5	Qn	L	HP:0002920
LOINC:58531-5	Qn	N	HP:0011043
LOINC:58531-5	Qn	H	HP:0003154
LOINC:58532-3	Qn	L	HP:0002920
LOINC:58532-3	Qn	N	HP:0011043
LOINC:58532-3	Qn	H	HP:0003154
LOINC:58533-1	Qn	L	HP:0002920
LOINC:58533-1	Qn	N	HP:0011043
LOINC:58533-1	Qn	H	HP:0003154
LOINC:58534-9	Qn	L	HP:0002920
LOINC:58534-9	Qn	N	HP:0011043
LOINC:58534-9	Qn	H	HP:0003154
LOINC:58535-6	Qn	L	HP:0002920
LOINC:58535-6	Qn	N	HP:0011043
LOINC:58535-6	Qn	H	HP:0003154
LOINC:58536-4	Qn	L	HP:0002920
LOINC:58536-4	Qn	N	HP:0011043
LOINC:58536-4	Qn	H	HP:0003154
LOINC:58537-2	Qn	L	HP:0002920
LOINC:58537-2	Qn	N	HP:0011043
LOINC:58537-2	Qn	H	HP:0003154
LOINC:58538-0	Qn	L	HP:0002920
LOINC:58538-0	Qn	N	HP:0011043
LOINC:58538-0	Qn	H	HP:0003154
LOINC:58539-8	Qn	L	HP:0002920
LOINC:58539-8	Qn	N	HP:0011043
LOINC:58539-8	Qn	H	HP:0003154
LOINC:58540-6	Qn	L	HP:0002920
LOINC:58540-6	Qn	N	HP:0011043
LOINC:58540-6	Qn	H	HP:0003154
LOINC:58541-4	Qn	L	HP:0002920
LOINC:58541-4	Qn	N	HP:0011043
LOINC:58541-4	Qn	H	HP:0003154
LOINC:58542-2	Qn	L	HP:0002920
LOINC:58542-2	Qn	N	HP:0011043
LOINC:58542-2	Qn	H	HP:0003154
LOINC:58543-0	Qn	L	HP:0002920
LOINC:58543-0	Qn	N	HP:0011043
LOINC:58543-0	Qn	H	HP:0003154
LOINC:58544-8	Qn	L	HP:0002920
LOINC:58544-8	Qn	N	HP:0011043
LOINC:58544-8	Qn	H	HP:0003154
LOINC:58545-5	Qn	L	HP:0002920
LOINC:58545-5	Qn	N	HP:0011043
LOINC:58545-5	Qn	H	HP:0003154
LOINC:58546-3	Qn	L	HP:0002920
LOINC:58546-3	Qn	N	HP:0011043
LOINC:58546-3	Qn	H	HP:0003154
LOINC:58547-1	Qn	L	HP:0002920
LOINC:58547-1	Qn	N	HP:0011043
LOINC:58547-1	Qn	H	HP:0003154
LOINC:58548-9	Qn	L	HP:0002920
LOINC:58548-9	Qn	N	HP:0011043
LOINC:58548-9	Qn	H	HP:0003154
LOINC:58549-7	Qn	L	HP:0002920
LOINC:58549-7	Qn	N	HP:0011043
LOINC:58549-7	Qn	H	HP:0003154
LOINC:58550-5	Qn	L	HP:0002920
LOINC:58550-5	Qn	N	HP:0011043
LOINC:58550-5	Qn	H	HP:0003154
LOINC:58551-3	Qn	L	HP:0002920
LOINC:58551-3	Qn	N	HP:0011043
LOINC:58551-3	Qn	H	HP:0003154
LOINC:58552-1	Qn	L	HP:0002920
LOINC:58552-1	Qn	N	HP:0011043
LOINC:58552-1	Qn	H	HP:0003154
LOINC:58553-9	Qn	L	HP:0002920
LOINC:58553-9	Qn	N	HP:0011043
LOINC:58553-9	Qn	H	HP:0003154
LOINC:58554-7	Qn	L	HP:0002920
LOINC:58554-7	Qn	N	HP:0011043
LOINC:58554-7	Qn	H	HP:0003154
LOINC:58555-4	Qn	L	HP:0002920
LOINC:58555-4	Qn	N	HP:0011043
LOINC:58555-4	Qn	H	HP:0003154
LOINC:58556-2	Qn	L	HP:0002920
LOINC:58556-2	Qn	N	HP:0011043
LOINC:58556-2	Qn	H	HP:0003154
LOINC:58557-0	Qn	L	HP:0002920
LOINC:58557-0	Qn	N	HP:0011043
LOINC:58557-0	Qn	H	HP:0003154
LOINC:58558-8	Qn	L	HP:0002920
LOINC:58558-8	Qn	N	HP:0011043
LOINC:58558-8	Qn	H	HP:0003154
LOINC:58559-6	Qn	L	HP:0002920
LOINC:58559-6	Qn	N	HP:0011043
LOINC:58559-6	Qn	H	HP:0003154
LOINC:58560-4	Qn	L	HP:0002920
LOINC:58560-4	Qn	N	HP:0011043
LOINC:58560-4	Qn	H	HP:0003154
LOINC:58561-2	Qn	L	HP:0002920
LOINC:58561-2	Qn	N	HP:0011043
LOINC:58561-2	Qn	H	HP:0003154
LOINC:58562-0	Qn	L	HP:0002920
LOINC:58562-0	Qn	N	HP:0011043
LOINC:58562-0	Qn	H	HP:0003154
LOINC:58563-8	Qn	L	HP:0002920
LOINC:58563-8	Qn	N	HP:0011043
LOINC:58563-8	Qn	H	HP:0003154
LOINC:58564-6	Qn	L	HP:0002920
LOINC:58564-6	Qn	N	HP:0011043
LOINC:58564-6	Qn	H	HP:0003154
LOINC:58565-3	Qn	L	HP:0002920
LOINC:58565-3	Qn	N	HP:0011043
LOINC:58565-3	Qn	H	HP:0003154
LOINC:58566-1	Qn	L	HP:0002920
LOINC:58566-1	Qn	N	HP:0011043
LOINC:58566-1	Qn	H	HP:0003154
LOINC:58567-9	Qn	L	HP:0002920
LOINC:58567-9	Qn	N	HP:0011043
LOINC:58567-9	Qn	H	HP:0003154
LOINC:58568-7	Qn	L	HP:0002920
LOINC:58568-7	Qn	N	HP:0011043
LOINC:58568-7	Qn	H	HP:0003154
LOINC:58569-5	Qn	L	HP:0002920
LOINC:58569-5	Qn	N	HP:0011043
LOINC:58569-5	Qn	H	HP:0003154
LOINC:58570-3	Qn	L	HP:0002920
LOINC:58570-3	Qn	N	HP:0011043
LOINC:58570-3	Qn	H	HP:0003154
LOINC:58571-1	Qn	L	HP:0002920
LOINC:58571-1	Qn	N	HP:0011043
LOINC:58571-1	Qn	H	HP:0003154
LOINC:58572-9	Qn	L	HP:0002920
LOINC:58572-9	Qn	N	HP:0011043
LOINC:58572-9	Qn	H	HP:0003154
LOINC:58573-7	Qn	L	HP:0002920
LOINC:58573-7	Qn	N	HP:0011043
LOINC:58573-7	Qn	H	HP:0003154
LOINC:58574-5	Qn	L	HP:0002920
LOINC:58574-5	Qn	N	HP:0011043
LOINC:58574-5	Qn	H	HP:0003154
LOINC:58575-2	Qn	L	HP:0002920
LOINC:58575-2	Qn	N	HP:0011043
LOINC:58575-2	Qn	H	HP:0003154
LOINC:58576-0	Qn	L	HP:0002920
LOINC:58576-0	Qn	N	HP:0011043
LOINC:58576-0	Qn	H	HP:0003154
LOINC:58577-8	Qn	L	HP:0002920
LOINC:58577-8	Qn	N	HP:0011043
LOINC:58577-8	Qn	H	HP:0003154
LOINC:58578-6	Qn	L	HP:0002920
LOINC:58578-6	Qn	N	HP:0011043
LOINC:58578-6	Qn	H	HP:0003154
LOINC:58579-4	Qn	L	HP:0002920
LOINC:58579-4	Qn	N	HP:0011043
LOINC:58579-4	Qn	H	HP:0003154
LOINC:58580-2	Qn	L	HP:0002920
LOINC:58580-2	Qn	N	HP:0011043
LOINC:58580-2	Qn	H	HP:0003154
LOINC:58581-0	Qn	L	HP:0002920
LOINC:58581-0	Qn	N	HP:0011043
LOINC:58581-0	Qn	H	HP:0003154
LOINC:58582-8	Qn	L	HP:0002920
LOINC:58582-8	Qn	N	HP:0011043
LOINC:58582-8	Qn	H	HP:0003154
LOINC:58583-6	Qn	L	HP:0002920
LOINC:58583-6	Qn	N	HP:0011043
LOINC:58583-6	Qn	H	HP:0003154
LOINC:58584-4	Qn	L	HP:0002920
LOINC:58584-4	Qn	N	HP:0011043
LOINC:58584-4	Qn	H	HP:0003154
LOINC:58585-1	Qn	L	HP:0002920
LOINC:58585-1	Qn	N	HP:0011043
LOINC:58585-1	Qn	H	HP:0003154
LOINC:58586-9	Qn	L	HP:0002920
LOINC:58586-9	Qn	N	HP:0011043
LOINC:58586-9	Qn	H	HP:0003154
LOINC:58587-7	Qn	L	HP:0002920
LOINC:58587-7	Qn	N	HP:0011043
LOINC:58587-7	Qn	H	HP:0003154
LOINC:58588-5	Qn	L	HP:0002920
LOINC:58588-5	Qn	N	HP:0011043
LOINC:58588-5	Qn	H	HP:0003154
LOINC:58589-3	Qn	L	HP:0002920
LOINC:58589-3	Qn	N	HP:0011043
LOINC:58589-3	Qn	H	HP:0003154
LOINC:58590-1	Qn	L	HP:0002920
LOINC:58590-1	Qn	N	HP:0011043
LOINC:58590-1	Qn	H	HP:0003154
LOINC:58591-9	Qn	L	HP:0002920
LOINC:58591-9	Qn	N	HP:0011043
LOINC:58591-9	Qn	H	HP:0003154
LOINC:58592-7	Qn	L	HP:0002920
LOINC:58592-7	Qn	N	HP:0011043
LOINC:58592-7	Qn	H	HP:0003154
LOINC:58593-5	Qn	L	HP:0002920
LOINC:58593-5	Qn	N	HP:0011043
LOINC:58593-5	Qn	H	HP:0003154
LOINC:58594-3	Qn	L	HP:0002920
LOINC:58594-3	Qn	N	HP:0011043
LOINC:58594-3	Qn	H	HP:0003154
LOINC:58595-0	Qn	L	HP:0002920
LOINC:58595-0	Qn	N	HP:0011043
LOINC:58595-0	Qn	H	HP:0003154
LOINC:58596-8	Qn	L	HP:0002920
LOINC:58596-8	Qn	N	HP:0011043
LOINC:58596-8	Qn	H	HP:0003154
LOINC:58597-6	Qn	L	HP:0002920
